2759628205,0,Normal,sniper,enigma,legion-commander,pudge,earthshaker,sand-king,night-stalker,bounty-hunter,juggernaut,axe
2759628220,0,Normal,viper,drow-ranger,pudge,underlord,axe,sven,crystal-maiden,invoker,lifestealer,lion
2759628221,0,Normal,rubick,ember-spirit,timbersaw,slardar,warlock,phoenix,venomancer,invoker,luna,vengeful-spirit
2759628227,0,Normal,drow-ranger,slark,riki,puck,invoker,abaddon,phantom-assassin,pudge,ursa,medusa
2759628229,0,Normal,windranger,storm-spirit,legion-commander,ogre-magi,juggernaut,slark,skywrath-mage,omniknight,riki,invoker
2759628230,0,Very High,disruptor,spirit-breaker,razor,slardar,slark,ursa,clinkz,lion,magnus,bounty-hunter
2759628249,0,Normal,invoker,windranger,faceless-void,elder-titan,clinkz,outworld-devourer,pudge,juggernaut,underlord,oracle
2759628250,1,Normal,shadow-demon,anti-mage,axe,dazzle,sniper,kunkka,sand-king,phantom-assassin,chaos-knight,crystal-maiden
2759628251,0,Normal,pudge,phantom-assassin,mirana,morphling,omniknight,tidehunter,earth-spirit,slardar,tinker,sniper
2759628252,1,Normal,gyrocopter,drow-ranger,pudge,warlock,viper,sand-king,huskar,axe,puck,techies
2759628253,0,Normal,natures-prophet,rubick,meepo,windranger,lifestealer,earthshaker,warlock,timbersaw,tiny,disruptor
2759628254,1,High,invoker,crystal-maiden,spectre,omniknight,timbersaw,anti-mage,lich,tinker,nyx-assassin,ursa
2759628255,1,Normal,timbersaw,venomancer,phoenix,tiny,phantom-assassin,outworld-devourer,magnus,juggernaut,omniknight,sven
2759628257,1,Normal,anti-mage,sniper,warlock,clockwerk,silencer,spectre,legion-commander,slardar,spirit-breaker,zeus
2759628258,0,Normal,abaddon,faceless-void,sven,slardar,legion-commander/abilities,legion-commander,legion-commander/abilities,techies,ursa,lone-druid
2759628278,0,Normal,tiny,crystal-maiden,zeus,drow-ranger,silencer,bloodseeker,slark,clockwerk,pudge,pudge/abilities
2759628279,0,Normal,riki,lion,legion-commander,templar-assassin,phantom-assassin,tusk,juggernaut,timbersaw,mirana,death-prophet
2759628281,0,Normal,legion-commander,sand-king,meepo,faceless-void,invoker,tidehunter,terrorblade,huskar,morphling,disruptor
2759628282,1,Normal,visage,slark,alchemist,drow-ranger,sniper,pudge,legion-commander,bristleback,invoker,ursa
2759628283,0,Normal,abaddon,omniknight,kunkka,venomancer,sven,slardar,bounty-hunter,jakiro,enchantress,weaver
